"ID","IdPlayerTypes","IdSkillListing","Description"
"5087","359","15","Nurgle Pestigor Horns"
"5088","359","82","Nurgle Pestigor Nurgle's Rot"
"5089","359","19","Nurgle Pestigor Regeneration"
"5090","360","33","Nurgle Nurgle Warrior Disturbing Presence"
"5091","360","10","Nurgle Nurgle Warrior Foul Appearance"
"5092","360","82","Nurgle Nurgle Warrior Nurgle's Rot"
"5093","360","19","Nurgle Nurgle Warrior Regeneration"
"5094","361","44","Nurgle Beast of Nurgle Loner"
"5095","361","33","Nurgle Beast of Nurgle Disturbing Presence"
"5096","361","10","Nurgle Beast of Nurgle Foul Appearance"
"5097","361","13","Nurgle Beast of Nurgle Mighty Blow"
"5098","361","82","Nurgle Beast of Nurgle Nurgle's Rot"
"5099","361","51","Nurgle Beast of Nurgle Really Stupid"
"5100","361","19","Nurgle Beast of Nurgle Regeneration"
"5101","361","69","Nurgle Beast of Nurgle Tentacles"
"5102","363","30","Chaos Dwarf Blocker Block"
"5103","363","57","Chaos Dwarf Blocker Tackle"
"5104","363","63","Chaos Dwarf Blocker Thick Skull"
"5105","364","8","Chaos Dwarf Bull Centaur Sprint"
"5106","364","60","Chaos Dwarf Bull Centaur Sure Feet"
"5107","364","63","Chaos Dwarf Bull Centaur Thick Skull"
"5108","365","44","Chaos Dwarf Minotaur Loner"
"5109","365","36","Chaos Dwarf Minotaur Frenzy"
"5110","365","15","Chaos Dwarf Minotaur Horns"
"5111","365","13","Chaos Dwarf Minotaur Mighty Blow"
"5112","365","63","Chaos Dwarf Minotaur Thick Skull"
"5113","365","67","Chaos Dwarf Minotaur Wild Animal"
"5114","367","30","Orc Blitzer Block"
"5115","368","47","Orc Thrower Pass"
"5116","368","61","Orc Thrower Sure Hands"
"5117","369","52","Orc Goblin Right Stuff"
"5118","369","7","Orc Goblin Dodge"
"5119","369","59","Orc Goblin Stunty"
"5120","371","44","Orc Troll Loner"
"5121","371","18","Orc Troll Always Hungry"
"5122","371","13","Orc Troll Mighty Blow"
"5123","371","51","Orc Troll Really Stupid"
"5124","371","19","Orc Troll Regeneration"
"5125","371","64","Orc Troll Throw Team-Mate"
"5126","372","52","Goblin Gob Right Stuff"
"5127","372","7","Goblin Gob Dodge"
"5128","372","59","Goblin Gob Stunty"
"5129","373","54","Goblin Looney Secret Weapon"
"5130","373","59","Goblin Looney Stunty"
"5131","373","25","Goblin Looney Chainsaw"
"5132","374","7","Gob Pogo Dodge"
"5133","374","11","Gob Pogo Leap"
"5134","374","32","Gob Pogo Very Long Legs"
"5135","374","59","Gob Pogo Stunty"
"5136","375","80","Goblin Bombardier Bombardier"
"5137","375","7","Goblin Bombardier Dodge"
"5138","375","59","Goblin Bombardier Stunty"
"5139","375","54","Goblin Bombardier Secret Weapon"
"5140","376","54","Gob Fanatic"
"5141","376","76","Gob Fanatic"
"5142","376","46","Gob Fanatic"
"5143","376","59","Gob Fanatic"
"5144","377","18","Goblin Troll Always Hungry"
"5145","377","44","Goblin Troll Loner"
"5146","377","13","Goblin Troll Mighty Blow"
"5147","377","51","Goblin Troll Really Stupid"
"5148","377","19","Goblin Troll Regeneration"
"5149","377","64","Goblin Troll Throw Team-Mate"
"5150","379","30","Skaven Blitzer Block"
"5151","380","47","Skaven Thrower Pass"
"5152","380","61","Skaven Thrower Sure Hands"
"5153","381","7","Skaven Gutter Runner Dodge"
"5154","382","36","Skaven Rat Ogre Frenzy"
"5155","382","13","Skaven Rat Ogre Mighty Blow"
"5156","382","44","Skaven Rat Ogre Loner"
"5157","382","49","Skaven Rat Ogre Prehensive Tail"
"5158","382","67","Skaven Rat Ogre Wild Animal"
"5159","737","7","Ogre Snotling Dodge"
"5160","737","52","Ogre Snotling Right Stuff"
"5161","737","56","Ogre Snotling Side Step"
"5162","737","59","Ogre Snotling Stunty"
"5163","737","83","Ogre Snotling Titchy"
"5164","738","31","Ogre Ogre Bone-head"
"5165","738","13","Ogre Ogre Mighty Blow"
"5166","738","63","Ogre Ogre Thick Skull"
"5167","738","64","Ogre Ogre Throw Team-Mate"
"5168","388","30","High Elf Blitzer Block"
"5169","389","6","High Elf Catcher Catch"
"5170","390","47","High Elf Thrower Pass"
"5171","390","53","High Elf Thrower Safe Throw"
"5172","392","29","Elf Noir Runner"
"5173","393","30","Elf Noir Blitzer"
"5174","394","55","Elf Noir Assasins"
"5175","394","77","Elf Noir Assassin"
"5176","395","36","Elf Noir Furie"
"5177","395","7","Elf Noir Furie"
"5178","395","41","Elf Noir Furie"
"5179","397","6","Wood Elf Catcher Catch"
"5180","397","7","Wood Elf Catcher Dodge"
"5181","397","8","Wood Elf Catcher Sprint"
"5182","398","47","Wood Elf Thrower Pass"
"5183","399","30","Wood Elf Wardancer Block"
"5184","399","7","Wood Elf Wardancer Dodge"
"5185","399","11","Wood Elf Wardancer Leap"
"5186","400","13","Wood Elf Treeman Mighty Blow"
"5187","400","44","Wood Elf Treeman Loner"
"5188","400","17","Wood Elf Treeman Stand Firm"
"5189","400","58","Wood Elf Treeman Strong Arm"
"5190","400","63","Wood Elf Treeman Thick Skull"
"5191","400","64","Wood Elf Treeman ThrowTeam-Mate"
"5192","400","20","Wood Elf Treeman Take Root"
"5193","740","30","Pro Elf Blitzer Block"
"5194","740","56","Pro Elf Blitzer Side Step"
"5195","741","47","Pro Elf Thrower Pass"
"5196","401","11","Kislev Lineman Leap"
"5197","401","32","Kislev Lineman Very Long Legs"
"5198","402","11","Kislev Blitzer Leap"
"5199","402","32","Kislev Blitzer Very Long Legs"
"5200","402","41","Kislev Blitzer Jump Up"
"5201","402","34","Kislev Blitzer Diving Tackle"
"5202","403","11","Kislev Catcher Leap"
"5203","403","32","Kislev Catcher Very Long Legs"
"5204","403","28","Kislev Catcher Diving Catch"
"5205","404","49","Kislev Tame Bear Prehensile Tail"
"5206","404","13","Kislev Tame Bear Mighty Blow"
"5207","404","63","Kislev Tame Bear Thick Skull"
"5208","404","31","Kislev Tame Bear Bonehead"
"5209","404","44","Kislev Tame Bear Loner"
"5210","405","30","Norse Lineman Block"
"5211","406","30","Norse Thrower Block"
"5212","406","47","Norse Thrower Pass"
"5213","407","30","Norse Runner Block"
"5214","407","26","Norse Runner Dauntless"
"5215","408","30","Norse Berserker Block"
"5216","408","36","Norse Berserker Frenzy"
"5217","408","41","Norse Berzerker Jump Up"
"5218","409","36","Norse Ulfwerener Frenzy"
"5219","410","44","Norse Yhetee Loner"
"5220","410","75","Norse Yhetee Claws"
"5221","410","33","Norse Yhetee Disturbing Presence"
"5222","410","36","Norse Yhetee Frenzy"
"5223","410","67","Norse Yhetee Wild Animal"
"5224","411","7","Amazon Linewoman Dodge"
"5225","412","7","Amazon Thrower Dodge"
"5226","412","47","Amazon Thrower Pass"
"5227","413","7","Amazon Catcher Dodge"
"5228","413","6","Amazon Catcher Catch"
"5229","414","7","Amazon Blitzer Dodge"
"5230","414","30","Amazon Blitzer Block"
"5231","415","59","Lizardman Skink Stunty"
"5232","415","7","Lizardman Skink Dodge"
"5233","417","44","Lizardman Kroxigor Loner"
"5234","417","13","Lizardman Kroxigor Mighty Blow"
"5235","417","31","Lizardman Kroxigor Bone-Head"
"5236","417","49","Lizardman Kroxigor PrehensiveTail"
"5237","417","63","Lizardman Kroxigor Thick Skull"
"5238","418","68","Bretonnia Blocker Wrestle"
"5239","419","30","Bretonnia Blitzer Block"
"5240","419","6","Bretonnia Blitzer Catch"
"5241","419","26","Bretonnia Blitzer Dauntless"
"5242","420","35","Bretonnia Lineman Fend"
"5243","421","30","Human Blitzer Block"
"5244","423","7","Human Catcher Dodge"
"5245","423","6","Human Catcher Catch"
"5246","424","47","Human Thrower Pass"
"5247","424","61","Human Thrower Sure Hands"
"5248","425","31","Human Ogre Bone-Head"
"5249","425","13","Human Ogre Mighty Blow"
"5250","425","63","Human Ogre Thick Skull"
"5251","425","64","Human Ogre Throw Team-Mate"
"5252","425","44","Human Ogre Loner"
"5253","426","30","Dwarf Blocker Block"
"5254","426","63","Dwarf Blocker Thick Skull"
"5255","426","57","Dwarf Blocker Tackle"
"5256","427","63","Dwarf Blitzer Thick Skull"
"5257","427","30","Dwarf Blitzer Block"
"5258","428","30","Dwarf TrollSlayer Block"
"5259","428","63","Dwarf TrollSlayer Thick Skull"
"5260","428","26","Dwarf TrollSlayer Dauntless"
"5261","428","36","Dwarf TrollSlayer Frenzy"
"5262","429","61","Dwarf Runner Sure Hands"
"5263","429","63","Dwarf Runner Thick Skull"
"5264","430","22","Deathroller"
"5265","430","27","Deathroller"
"5266","430","40","Deathroller"
"5267","430","13","Deathroller"
"5268","430","46","Deathroller"
"5269","430","54","Deathroller"
"5270","430","17","Deathroller"
"5271","430","44","Deathroller Loner"
"5272","431","7","Halfling Halfling Dodge"
"5273","431","52","Halfling Halfling Right Stuff"
"5274","431","59","Halfling Halfling Stunty"
"5275","432","13","Hafling Treeman Mighty Blow"
"5276","432","17","Hafling Treeman Stand Firm"
"5277","432","58","Haflling Treeman Strong Arm"
"5278","432","63","Hafling Treeman Thick Skull"
"5279","432","64","Hafling Treeman ThrowTeam-Mate"
"5280","432","20","Hafling Treeman Take Root"
"5281","434","6","Wood Elf Catcher Catch"
"5282","434","7","Wood Elf Catcher Dodge"
"5283","434","8","Wood Elf Catcher Sprint"
"5284","435","47","Wood Elf Thrower Pass"
"5285","436","30","Wood Elf Wardancer Block"
"5286","436","7","Wood Elf Wardancer Dodge"
"5287","436","11","Wood Elf Wardancer Leap"
"5288","437","13","Wood Elf Treeman Mighty Blow"
"5289","437","44","Wood Elf Treeman Loner"
"5290","437","17","Wood Elf Treeman Stand Firm"
"5291","437","58","Wood Elf Treeman Strong Arm"
"5292","437","63","Wood Elf Treeman Thick Skull"
"5293","437","64","Wood Elf Treeman ThrowTeam-Mate"
"5294","437","20","Wood Elf Treeman Take Root"
"5295","439","30","Human Blitzer Block"
"5296","440","7","Human Catcher Dodge"
"5297","440","6","Human Catcher Catch"
"5298","441","47","Human Thrower Pass"
"5299","441","61","Human Thrower Sure Hands"
"5300","442","31","Human Ogre Bone-Head"
"5301","442","13","Human Ogre Mighty Blow"
"5302","442","63","Human Ogre Thick Skull"
"5303","442","64","Human Ogre Throw Team-Mate"
"5304","442","44","Human Ogre Loner"
"5305","443","35","Bretonnia Lineman Fend"
"5306","444","68","Bretonnia Blocker Wrestle"
"5307","445","30","Bretonnia Blitzer Block"
"5308","445","6","Bretonnia Blitzer Catch"
"5309","445","26","Bretonnia Blitzer Dauntless"
"5310","446","11","Kislev Lineman Leap"
"5311","446","32","Kislev Lineman Very Long Legs"
"5312","447","11","Kislev Blitzer Leap"
"5313","447","32","Kislev Blitzer Very Long Legs"
"5314","447","41","Kislev Blitzer Jump Up"
"5315","447","34","Kislev Blitzer Diving Tackle"
"5316","448","11","Kislev Catcher Leap"
"5317","448","32","Kislev Catcher Very Long Legs"
"5318","448","28","Kislev Catcher Diving Catch"
"5319","449","49","Kislev Tame Bear Prehensile Tail"
"5320","449","13","Kislev Tame Bear Mighty Blow"
"5321","449","63","Kislev Tame Bear Thick Skull"
"5322","449","31","Kislev Tame Bear Bonehead"
"5323","449","44","Kislev Tame Bear Loner"
"5324","450","30","Norse Lineman Block"
"5325","451","30","Norse Runner Block"
"5326","451","26","Norse Runner Dauntless"
"5327","452","30","Norse Thrower Block"
"5328","452","47","Norse Thrower Pass"
"5329","453","30","Norse Berserker Block"
"5330","453","36","Norse Berserker Frenzy"
"5331","453","41","Norse Berzerker Jump Up"
"5332","454","36","Norse Ulfwerener Frenzy"
"5333","455","44","Norse Yhetee Loner"
"5334","455","75","Norse Yhetee Claws"
"5335","455","33","Norse Yhetee Disturbing Presence"
"5336","455","36","Norse Yhetee Frenzy"
"5337","455","67","Norse Yhetee Wild Animal"
"5338","456","7","Amazon Linewoman Dodge"
"5339","457","7","Amazon Thrower Dodge"
"5340","457","47","Amazon Thrower Pass"
"5341","458","7","Amazon Catcher Dodge"
"5342","458","6","Amazon Catcher Catch"
"5343","459","7","Amazon Blitzer Dodge"
"5344","459","30","Amazon Blitzer Block"
"5345","461","30","Orc Blitzer Block"
"5346","462","47","Orc Thrower Pass"
"5347","462","61","Orc Thrower Sure Hands"
"5348","463","52","Orc Goblin Right Stuff"
"5349","463","7","Orc Goblin Dodge"
"5350","463","59","Orc Goblin Stunty"
"5351","465","44","Orc Troll Loner"
"5352","465","18","Orc Troll Always Hungry"
"5353","465","13","Orc Troll Mighty Blow"
"5354","465","51","Orc Troll Really Stupid"
"5355","465","19","Orc Troll Regeneration"
"5356","465","64","Orc Troll Throw Team-Mate"
"5357","466","52","Goblin Gob Right Stuff"
"5358","466","7","Goblin Gob Dodge"
"5359","466","59","Goblin Gob Stunty"
"5360","467","54","Goblin Looney Secret Weapon"
"5361","467","59","Goblin Looney Stunty"
"5362","467","25","Goblin Looney Chainsaw"
"5363","468","7","Gob Pogo Dodge"
"5364","468","11","Gob Pogo Leap"
"5365","468","32","Gob Pogo Very Long Legs"
"5366","468","59","Gob Pogo Stunty"
"5367","469","80","Goblin Bombardier Bombardier"
"5368","469","7","Goblin Bombardier Dodge"
"5369","469","59","Goblin Bombardier Stunty"
"5370","469","54","Goblin Bombardier Secret Weapon"
"5371","470","54","Gob Fanatic"
"5372","470","76","Gob Fanatic"
"5373","470","46","Gob Fanatic"
"5374","470","59","Gob Fanatic"
"5375","471","18","Goblin Troll Always Hungry"
"5376","471","44","Goblin Troll Loner"
"5377","471","13","Goblin Troll Mighty Blow"
"5378","471","51","Goblin Troll Really Stupid"
"5379","471","19","Goblin Troll Regeneration"
"5380","471","64","Goblin Troll Throw Team-Mate"
"5381","472","59","Lizardman Skink Stunty"
"5382","472","7","Lizardman Skink Dodge"
"5383","474","44","Lizardman Kroxigor Loner"
"5384","474","13","Lizardman Kroxigor Mighty Blow"
"5385","474","31","Lizardman Kroxigor Bone-Head"
"5386","474","49","Lizardman Kroxigor PrehensiveTail"
"5387","474","63","Lizardman Kroxigor Thick Skull"
"5388","475","31","Ogre Ogre Bone-head"
"5389","475","13","Ogre Ogre Mighty Blow"
"5390","475","63","Ogre Ogre Thick Skull"
"5391","475","64","Ogre Ogre Throw Team-Mate"
"5392","476","7","Ogre Snotling Dodge"
"5393","476","52","Ogre Snotling Right Stuff"
"5394","476","56","Ogre Snotling Side Step"
"5395","476","59","Ogre Snotling Stunty"
"5396","476","83","Ogre Snotling Titchy"
"5397","477","31","Ogre Ogre Bone-head"
"5398","477","13","Ogre Ogre Mighty Blow"
"5399","477","63","Ogre Ogre Thick Skull"
"5400","477","64","Ogre Ogre Throw Team-Mate"
"5401","478","7","Ogre Snotling Dodge"
"5402","478","52","Ogre Snotling Right Stuff"
"5403","478","56","Ogre Snotling Side Step"
"5404","478","59","Ogre Snotling Stunty"
"5405","478","83","Ogre Snotling Titchy"
"5406","479","52","Goblin Gob Right Stuff"
"5407","479","7","Goblin Gob Dodge"
"5408","479","59","Goblin Gob Stunty"
"5409","480","80","Goblin Bombardier Bombardier"
"5410","480","7","Goblin Bombardier Dodge"
"5411","480","59","Goblin Bombardier Stunty"
"5412","480","54","Goblin Bombardier Secret Weapon"
"5413","481","54","Goblin Looney Secret Weapon"
"5414","481","59","Goblin Looney Stunty"
"5415","481","25","Goblin Looney Chainsaw"
"5416","482","7","Gob Pogo Dodge"
"5417","482","11","Gob Pogo Leap"
"5418","482","32","Gob Pogo Very Long Legs"
"5419","482","59","Gob Pogo Stunty"
"5420","483","54","Gob Fanatic"
"5421","483","76","Gob Fanatic"
"5422","483","46","Gob Fanatic"
"5423","483","59","Gob Fanatic"
"5424","484","18","Goblin Troll Always Hungry"
"5425","484","44","Goblin Troll Loner"
"5426","484","13","Goblin Troll Mighty Blow"
"5427","484","51","Goblin Troll Really Stupid"
"5428","484","19","Goblin Troll Regeneration"
"5429","484","64","Goblin Troll Throw Team-Mate"
"5430","485","7","Halfling Halfling Dodge"
"5431","485","52","Halfling Halfling Right Stuff"
"5432","485","59","Halfling Halfling Stunty"
"5433","486","13","Hafling Treeman Mighty Blow"
"5434","486","17","Hafling Treeman Stand Firm"
"5435","486","58","Haflling Treeman Strong Arm"
"5436","486","63","Hafling Treeman Thick Skull"
"5437","486","64","Hafling Treeman ThrowTeam-Mate"
"5438","486","20","Hafling Treeman Take Root"
"5439","492","19","Undead Skeleton Regeneration"
"5440","492","63","Undead Skeleton Thick Skull"
"5441","493","19","Undead Zombie Regeneration"
"5442","494","7","Undead Ghoul Dodge"
"5443","495","30","Undead Wight Block"
"5444","495","19","Undead Wight Regeneration"
"5445","496","13","Undead Mummy Mighty Blow"
"5446","496","19","Undead Mummy Regeneration"
"5447","497","75","Necromantic Werewolf Claws"
"5448","497","36","Necromantic Werewolf Frenzy"
"5449","497","19","Necromantic Werewolf Regeneration"
"5450","498","19","Necromantic Flesh Golem Regeneration"
"5451","498","17","Necromantic Flesh Golem Stand Firm"
"5452","498","63","Necromantic Flesh Golem Thick Skull"
"5453","499","19","Khemri Skeleton Regeneration"
"5454","499","63","Khemri Skeleton Thick Skull"
"5455","500","47","Khemri Thro-Ra Pass"
"5456","500","19","Khemri Thro-Ra Regeneration"
"5457","500","61","Khemri Thro-Ra Sure Hands"
"5458","501","30","Khemri Blitz-Ra Block"
"5459","501","19","Khemri Blitz-Ra Regeneration"
"5460","502","81","Khemri Tomb Guardian Decay"
"5461","502","19","Khemri Tomb Guardian Regeneration"
"5462","504","84","Vampire Vampire Blood Lust"
"5463","504","78","Vampire Vampire Hypnotic Gaze"
"5464","504","19","Vampire Vampire Regeneration"
"5465","749","6","Pro Elf Catcher Catch"
"5466","749","45","Pro Elf Catcher Nerves of Steel"
"5467","100","52","Champion Scrappa RightStuff"
"5468","226","52","Fallback-Champion Scrappa RightStuff"
"5469","707","52","Champion Scrappa RightStuff"
"5470","708","52","Fallback-Champion Scrappa RightStuff"
"5471","133","59","Champion Bomber Dribblesnot Stunty"
"5476","133","52","Champion Bomber Dribblesnot Right Stuff"
"5477","233","52","Fallback-Champion Bomber Dribblesnot Right Stuff"
"5478","621","52","Champion Bomber Dribblesnot Right Stuff"
"5479","622","52","Fallback-Champion Bomber Dribblesnot Right Stuff"
