"ID","English","French","Italian","German","Russian","Spanish","Czech","Hungarian","Polish"
"2043","Vasyl Kravchuk","Vasyl Kravchuk","Vasyl Kravchuk","Wasil Krawtschuk","Василь Кравчук","Vasyl Kravchuk","Vasyl Kravchuk","Vasyl Kravchuk","Vasyl Kravchuk"
"2044","Redoslav Król","Redoslav Król","Redoslav Król","Redoslaw Król","Радослав Кроль","Redoslav Król","","","Redoslav Król"
"2045","Gerik Yanukovych","Gerik Yanukovych","Gerik Yanukovych","Gerik Janukowitsch","Герик Янукович","Gerik Yanukovych","Gerik Yanukovych","Gerik Yanukovych","Gerik Yanukovych"
"2046","Mandek Prokop","Mandek Prokop","Mandek Prokop","Mandek Prokop","Мандек Прокоп","Mandek Prokop","Mandek Prokop","Mandek Prokop","Mandek Prokop"
"2047","Petar Nowak","Petar Nowak","Petar Nowak","Petar Nowak","Петер Новак","Petar Nowak","Petar Nowak","Petar Nowak","Petar Nowak"
"2048","Nikola Rutkow","Nikola Rutkow","Nikola Rutkow","Nikola Rutkow","Никола Рутков","Nikola Rutkow","Nikola Rutkow","Nikola Rutkow","Nikola Rutkow"
"2049","Tytos Nowak","Tytos Nowak","Tytos Nowak","Tytos Nowak","Титус Новак","Tytos Nowak","Tytos Nowak","Tytos Nowak","Tytos Nowak"
"2050","Baldo Gorsk","Baldo Gorsk","Baldo Gorsk","Baldo Gorsk","Балда Гора","Baldo Gorsk","Baldo Gorsk","Baldo Gorsk","Baldo Gorsk"
"2051","Count Herman Rasputin","Count Herman Rasputin","Count Herman Rasputin","Graf Herman Rasputin","Граф Герман Распутин","Count Herman Rasputin","Count Herman Rasputin","Count Herman Rasputin","Count Herman Rasputin"
"2052","Count Amadán von Marshland","Count Amadán von Marshland","Count Amadán von Marshland","Graf Amadán von Sumpfland","Граф Амадан фон Болотис","Count Amadán von Marshland","","","Count Amadán von Marshland"
"2053","Duke Lurch von Sartosa","Duke Lurch von Sartosa","Duke Lurch von Sartosa","Herzog Lurch von Sartosa","Герцог Лурх фон Сартоза","Duke Lurch von Sartosa","Duke Lurch von Sartosa","Duke Lurch von Sartosa","Duke Lurch von Sartosa"
"2054","Count Abel von Necrarch","Count Abel von Necrarch","Count Abel von Necrarch","Graf Abel von Necrarch","Граф Абель фон Некрарх","Count Abel von Necrarch","Count Abel von Necrarch","Count Abel von Necrarch","Count Abel von Necrarch"
"2055","Count Lex von Carstein","Count Lex von Carstein","Count Lex von Carstein","Graf Lex von Karstein","Граф Лекс фон Карштейн","Count Lex von Carstein","Count Lex von Carstein","Count Lex von Carstein","Count Lex von Carstein"
"2056","Count Braeden von Ruden","Count Braeden von Ruden","Count Braeden von Ruden","Graf Braeden von Ruden","Граф Бреден фон Руден","Count Braeden von Ruden","Count Braeden von Ruden","Count Braeden von Ruden","Count Braeden von Ruden"
"2057","Mohovil Yuschenko","Mohovil Yuschenko","Mohovil Yuschenko","Mohowil Juschenko","Михаил Ющенко","Mohovil Yuschenko","Mohovil Yuschenko","Mohovil Yuschenko","Mohovil Yuschenko"
"2058","Mohovil Klychko","Mohovil Klychko","Mohovil Klychko","Mohowil Klitschko","Михаил Кличко","Mohovil Klychko","Mohovil Klychko","Mohovil Klychko","Mohovil Klychko"
"2059","Rostyslav Kowal","Rostyslav Kowal","Rostyslav Kowal","Rostislaw Kowal","Ростислав Коваль","Rostyslav Kowal","Rostyslav Kowal","Rostyslav Kowal","Rostyslav Kowal"
"2060","Boryslav Slavka","Boryslav Slavka","Boryslav Slavka","Borislaw Slawka","Борислав Славка","Boryslav Slavka","Boryslav Slavka","Boryslav Slavka","Boryslav Slavka"
"2061","Myron Swaicki","Myron Swaicki","Myron Swaicki","Myron Swaicki","Мирон Святский","Myron Swaicki","Myron Swaicki","Myron Swaicki","Myron Swaicki"
"2062","Nikola Dankevych","Nikola Dankevych","Nikola Dankevych","Nikola Dankewitsch","Никола Данкевич","Nikola Dankevych","Nikola Dankevych","Nikola Dankevych","Nikola Dankevych"
"2063","Salmone Wysocki","Salmone Wysocki","Salmone Wysocki","Salmone Wysocki","Сапьмон Высоцкий","Salmone Wysocki","Salmone Wysocki","Salmone Wysocki","Salmone Wysocki"
"2064","Drazan Nowak","Drazan Nowak","Drazan Nowak","Drazan Nowak","Драцан Новак","Drazan Nowak","Drazan Nowak","Drazan Nowak","Drazan Nowak"
"2065","Duke Izydor von Strigoi","Duke Izydor von Strigoi","Duke Izydor von Strigoi","Herzog Isidor von Strigoi","Герцог Исидор фон Стрыга","Duke Izydor von Strigoi","Duke Izydor von Strigoi","Duke Izydor von Strigoi","Duke Izydor von Strigoi"
"2066","Count Abhorash the Handsome","Count Abhorash the Handsome","Count Abhorash the Handsome","Graf Abhorash der Hübsche","Граф Абхораш Красивый","Count Abhorash the Handsome","Count Abhorash the Handsome","Count Abhorash the Handsome","Count Abhorash the Handsome"
"2067","Count Demetri Rasputin","Count Demetri Rasputin","Count Demetri Rasputin","Graf Demetri Rasputin","Граф Димитрий Распутин","Count Demetri Rasputin","Count Demetri Rasputin","Count Demetri Rasputin","Count Demetri Rasputin"
"2068","Duke Rex Draco","Duke Rex Draco","Duke Rex Draco","Herzog Rex Draco","Герцог Рекс Драко","Duke Rex Draco","Duke Rex Draco","Duke Rex Draco","Duke Rex Draco"
"2069","Count Konrad the Vain","Count Konrad the Vain","Count Konrad the Vain","Graf Konrad der Eitle","Граф Конрад Тщеславшейший","Count Konrad the Vain","Count Konrad the Vain","Count Konrad the Vain","Count Konrad the Vain"
"2070","Duke Lex von Drakenborg","Duke Lex von Drakenborg","Duke Lex von Drakenborg","Herzog Lex von Drakenborg","Герцог Лекс фон Дракенборг","Duke Lex von Drakenborg","Duke Lex von Drakenborg","Duke Lex von Drakenborg","Duke Lex von Drakenborg"
"2071","Ivan Klychko","Ivan Klychko","Ivan Klychko","Ivan Klitschko","Иван Кличко","Ivan Klychko","Ivan Klychko","Ivan Klychko","Ivan Klychko"
"2072","Drazan Goran","Drazan Goran","Drazan Goran","Drazan Goran","Драцан Горан","Drazan Goran","Drazan Goran","Drazan Goran","Drazan Goran"
"2073","Bohdan Tymoschenko","Bohdan Tymoschenko","Bohdan Tymoschenko","Bogdan Timoschenko","Богдан Тимошенко","Bohdan Tymoschenko","Bohdan Tymoschenko","Bohdan Tymoschenko","Bohdan Tymoschenko"
"2074","Redoslav Kowal","Redoslav Kowal","Redoslav Kowal","Redoslaw Kowal","Радослав Коваль","Redoslav Kowal","Redoslav Kowal","Redoslav Kowal","Redoslav Kowal"
"2075","Tomasz Wysocki","Tomasz Wysocki","Tomasz Wysocki","Tomasz Wysocki","Томаш Высоцкий","Tomasz Wysocki","Tomasz Wysocki","Tomasz Wysocki","Tomasz Wysocki"
"2076","Mohovil Sobczak","Mohovil Sobczak","Mohovil Sobczak","Mohowil Sobczak","Михаил Собчак","Mohovil Sobczak","Mohovil Sobczak","Mohovil Sobczak","Mohovil Sobczak"
"2077","Demetrjusz Król","Demetrjusz Król","Demetrjusz Król","Demetrjusz Król","Деметреус Кроль","Demetrjusz Król","","","Demetrjusz Król"
"2078","Duke Walach von Drakeborg","Duke Walach von Drakeborg","Duke Walach von Drakeborg","Herzog Walach von Drakeborg","Герцог Валах фон Дракеборг","Duke Walach von Drakeborg","Duke Walach von Drakeborg","Duke Walach von Drakeborg","Duke Walach von Drakeborg"
"2079","Count Simeon Crane","Count Simeon Crane","Count Simeon Crane","Graf Simeon Kran","Граф Симеон Крейн","Count Simeon Crane","Count Simeon Crane","Count Simeon Crane","Count Simeon Crane"
"2080","Count Braeden von Ruden","Count Braeden von Ruden","Count Braeden von Ruden","Graf Braeden von Ruden","Граф Бреден фон Руден","Count Braeden von Ruden","Count Braeden von Ruden","Count Braeden von Ruden","Count Braeden von Ruden"
"2081","Duke Zorak the Handsome","Duke Zorak the Handsome","Duke Zorak the Handsome","Herzog Zorak der Hübsche","Герцог Зорак Красивый","Duke Zorak the Handsome","Duke Zorak the Handsome","Duke Zorak the Handsome","Duke Zorak the Handsome"
"2082","Count Baltazar von Drakeborg","Count Baltazar von Drakeborg","Count Baltazar von Drakeborg","Graf Balthasar von Drakeborg","Граф Бальтазар Дракеборг","Count Baltazar von Drakeborg","Count Baltazar von Drakeborg","Count Baltazar von Drakeborg","Count Baltazar von Drakeborg"
"2083","Count Rafal Draco","Count Rafal Draco","Count Rafal Draco","Graf Rafal Draco","Граф Рафал Драко","Count Rafal Draco","Count Rafal Draco","Count Rafal Draco","Count Rafal Draco"
"2084","Jacek Rutkow","Jacek Rutkow","Jacek Rutkow","Jatzek Rutkow","Яцек Рутков","Jacek Rutkow","Jacek Rutkow","Jacek Rutkow","Jacek Rutkow"
"2085","Drazan Yuschenko","Drazan Yuschenko","Drazan Yuschenko","Drazan Juschenko","Драцан Ющенко","Drazan Yuschenko","Drazan Yuschenko","Drazan Yuschenko","Drazan Yuschenko"
"2086","Jacek Kowal","Jacek Kowal","Jacek Kowal","Jatzek Kowal","Яцек Коваль","Jacek Kowal","Jacek Kowal","Jacek Kowal","Jacek Kowal"
"2087","Leonid Dankevych","Leonid Dankevych","Leonid Dankevych","Leonid Dankewitsch","Леонид Данкевич","Leonid Dankevych","Leonid Dankevych","Leonid Dankevych","Leonid Dankevych"
"2088","Mandek Jablon","Mandek Jablon","Mandek Jablon","Mandek Jablon","Мандек Яблонь","Mandek Jablon","Mandek Jablon","Mandek Jablon","Mandek Jablon"
"2089","Boryslav Wysocki","Boryslav Wysocki","Boryslav Wysocki","Borislaw Wysocki","Борислав Высоцкий","Boryslav Wysocki","Boryslav Wysocki","Boryslav Wysocki","Boryslav Wysocki"
"2090","Goran Duda","Goran Duda","Goran Duda","Goran Duda","Горан Дуда","Goran Duda","Goran Duda","Goran Duda","Goran Duda"
"2091","Duke Walach the Vain","Duke Walach the Vain","Duke Walach the Vain","Herzog Walach der Eitle","Герцог Валах Тщеславнейший","Duke Walach the Vain","Duke Walach the Vain","Duke Walach the Vain","Duke Walach the Vain"
"2092","Count Onufrius Vorhis","Count Onufrius Vorhis","Count Onufrius Vorhis","Graf Onufrius Vorhis","Граф Онуфрий Ворхис","Count Onufrius Vorhis","Count Onufrius Vorhis","Count Onufrius Vorhis","Count Onufrius Vorhis"
"2093","Duke Lurch von Vossen","Duke Lurch von Vossen","Duke Lurch von Vossen","Herzog Lurch von Vossen","Герцог Лурх фон Фоссен","Duke Lurch von Vossen","Duke Lurch von Vossen","Duke Lurch von Vossen","Duke Lurch von Vossen"
"2094","Duke Maxwell Cross","Duke Maxwell Cross","Duke Maxwell Cross","Herzog Maxwell Kreuz","Герцог Максвелл Кросс","Duke Maxwell Cross","Duke Maxwell Cross","Duke Maxwell Cross","Duke Maxwell Cross"
"2095","Count Fester von Drachenfeld","Count Fester von Drachenfeld","Count Fester von Drachenfeld","Graf Fester von Drachenfeld","Граф Фестер фон Драхенфелд","Count Fester von Drachenfeld","Count Fester von Drachenfeld","Count Fester von Drachenfeld","Count Fester von Drachenfeld"
"2096","Duke Szymon Vorhis","Duke Szymon Vorhis","Duke Szymon Vorhis","Herzog Simeon Vorhis","Герцог Шимон Ворхис","Duke Szymon Vorhis","Duke Szymon Vorhis","Duke Szymon Vorhis","Duke Szymon Vorhis"
"2097","Boryslav Jasin","Boryslav Jasin","Boryslav Jasin","Borislaw Jasin","Борислав Ясин","Boryslav Jasin","Boryslav Jasin","Boryslav Jasin","Boryslav Jasin"
"2098","Jacek Syman","Jacek Syman","Jacek Syman","Jatzek Syman","Яцек Симон","Jacek Syman","Jacek Syman","Jacek Syman","Jacek Syman"
"2099","Leonid Kowal","Leonid Kowal","Leonid Kowal","Leonid Kowal","Леонид Коваль","Leonid Kowal","Leonid Kowal","Leonid Kowal","Leonid Kowal"
"2100","Salmone Slavko","Salmone Slavko","Salmone Slavko","Salmone Slawko","Сальмон Славко","Salmone Slavko","Salmone Slavko","Salmone Slavko","Salmone Slavko"
"2101","Ivan Gorsk","Ivan Gorsk","Ivan Gorsk","Ivan Gorsk","Иван Гора","Ivan Gorsk","Ivan Gorsk","Ivan Gorsk","Ivan Gorsk"
"2102","Tomasz Wysocki","Tomasz Wysocki","Tomasz Wysocki","Tomasz Wysocki","Томаш Высоцкий","Tomasz Wysocki","Tomasz Wysocki","Tomasz Wysocki","Tomasz Wysocki"
"2103","Ivan Dabrow","Ivan Dabrow","Ivan Dabrow","Ivan Dabrow","Иван Дибров","Ivan Dabrow","Ivan Dabrow","Ivan Dabrow","Ivan Dabrow"
"2104","Duke Varghulf of Sylvania","Duke Varghulf of Sylvania","Duke Varghulf of Sylvania","Herzog Varghulf von Silvanien","Герцог Варгульф Сильванский","Duke Varghulf of Sylvania","Duke Varghulf of Sylvania","Duke Varghulf of Sylvania","Duke Varghulf of Sylvania"
"2105","Duke Walach Rasputin","Duke Walach Rasputin","Duke Walach Rasputin","Herzog Walach Rasputin","Герцог Валах Распутин","Duke Walach Rasputin","Duke Walach Rasputin","Duke Walach Rasputin","Duke Walach Rasputin"
"2106","Duke Pawel von Strigoi","Duke Pawel von Strigoi","Duke Pawel von Strigoi","Herzog Pawel von Strigoi","Герцог Павел фон Стрыга","Duke Pawel von Strigoi","Duke Pawel von Strigoi","Duke Pawel von Strigoi","Duke Pawel von Strigoi"
"2107","Count Marek von Carstein","Count Marek von Carstein","Count Marek von Carstein","Graf Marek von Karstein","Граф Марек фон Карштейн","Count Marek von Carstein","Count Marek von Carstein","Count Marek von Carstein","Count Marek von Carstein"
"2108","Duke Rex von Sartosa","Duke Rex von Sartosa","Duke Rex von Sartosa","Herzog Rex von Sartosa","Герцог Рекс фон Сартоза","Duke Rex von Sartosa","Duke Rex von Sartosa","Duke Rex von Sartosa","Duke Rex von Sartosa"
"2109","Duke Ivan von Carstein","Duke Ivan von Carstein","Duke Ivan von Carstein","Herzog Iwan von Karstein","Герцог Иван фон Карштейн","Duke Ivan von Carstein","Duke Ivan von Carstein","Duke Ivan von Carstein","Duke Ivan von Carstein"
"2110","Toma Dankevych","Toma Dankevych","Toma Dankevych","Toma Dankewitsch","Тома Данкевич","Toma Dankevych","Toma Dankevych","Toma Dankevych","Toma Dankevych"
"2111","Ivan Prokop","Ivan Prokop","Ivan Prokop","Ivan Prokop","Иван Прокоп","Ivan Prokop","Ivan Prokop","Ivan Prokop","Ivan Prokop"
"2112","Dobry Wieczorek","Dobry Wieczorek","Dobry Wieczorek","Dobri Wieczorek","Добрый Вечерок","Dobry Wieczorek","Dobry Wieczorek","Dobry Wieczorek","Dobry Wieczorek"
"2113","Prokop Rutkow","Prokop Rutkow","Prokop Rutkow","Prokop Rutkow","Прокоп Рутков","Prokop Rutkow","Prokop Rutkow","Prokop Rutkow","Prokop Rutkow"
"2114","Levko Klychko","Levko Klychko","Levko Klychko","Lefko Klitschko","Левко Кличко","Levko Klychko","Levko Klychko","Levko Klychko","Levko Klychko"
"2115","Mandek Kamin","Mandek Kamin","Mandek Kamin","Mandek Kamin","Мандек Камин","Mandek Kamin","Mandek Kamin","Mandek Kamin","Mandek Kamin"
"2116","Redoslav Tymoschenko","Redoslav Tymoschenko","Redoslav Tymoschenko","Redoslaw Timoschenko","Радослав Тимошенко","Redoslav Tymoschenko","Redoslav Tymoschenko","Redoslav Tymoschenko","Redoslav Tymoschenko"
"2117","Baron Brightgore ","Baron Sangclair","Baron Brightgore ","Baron Glanzblut","Барон Яркая Кровь","Barón Sangrebrillante ","","","Baron "
"2118","Dut Doomaxe ","Dut Hachemaudite","Dut Doomaxe ","Dut Fluchaxt","Дут Роковой Топор","Dut Hachacondenada ","","","Dut Topór Zagłady"
"2119","Spinetoe ","Vertèbre","Spinetoe ","Stachelzeh","Хребтопалец","Piespinoso ","","","Kolczasty Palec"
"2120","Voxin ","Voxin ","Voxin ","Voxin ","Воксин","Voxin ","","","Voxin"
"2121","Sureye Kroenail ","Sureye Kro'griff","Sureye Kroenail ","Sureye Krummnagel","Меткоглаз Когтистый","Ojocertero Kroenail ","","","Sureye Kroenail "
"2123","Bartan Blackbeard","Bartan Barbenoire","Bartan Blackbeard","Bartan Schwarzbart","Бартан Черная Борода","Bartan Barbanegra","","","Bartan Czarnobrody"
"2124","Zorn Uzkrag","Zorn Uzkrag","Zorn Uzkrag","Zorn Uzkrag","Зорн Узкраг","Zorn Uzkrag","","","Zorn Uzkrag"
"2125","Shalund Burntface","Shalund Tête-Brûlée","Shalund Burntface","Shalund Brandgesicht","Шалунд Паленая Рожа","Shalund Caraquemada","","","Shalund Płonąca Twarz"
"2126","Hitgrak Lightfinger","Hitgrak Petit-Doigt","Hitgrak Lightfinger","Hitgrak Leichtfinger","Хитграк Легкопалый","Hitgrak Dedoligero","","","Hitgrak Lekki Palec"
"2127","Warggrund Deadwalker","Warggrund Marche-Mort","Warggrund Deadwalker","Warggrund Totläufer","Варггрунд Смертоход","Warggrund Vagamuerto","","","Warggrund Martwy Piechur"
"2128","Rhagrakh Quicklegs","Rhagrakh Rapid'jambes","Rhagrakh Quicklegs","Rhagrakh Spurtbein","Раграх Длинноног","Rhagrakh Piernarápida","","","Rhagrakh Prędkonogi"
"2129","Bartak Hotblaster","Bartak le Brûlant","Bartak Hotblaster","Bartak Brühschläger","Бартак Жгучий Удар","Bartak Ráfagacaliente","","","Bartak Wściekłomiot"
"2130","Od Blackfang","Od Croc-Noir","Od Blackfang","Od Schwarzzahn","Од Черный Клык","Od Colmillonegro","","","Od Czarny Kieł"
"2131","Vile Slitbone","Vile Osfendu","Vile Slitbone","Vile Schlitzknochen","Вайл Резаная Кость","Vile Huesocortado","","","Nikczemny Kościotnij"
"2132","Shakog","Shakog","Shakog","Shakog","Шаког","Shakog","","","Shakog"
"2133","Angror","Angror","Angror","Angror","Ангрор","Angror","","","Angror"
"2134","Gruil Swiftfoot","Gruil Piedrapide","Gruil Swiftfoot","Gruil Blitzfuß","Груйл Легкоступ","Gruil Pieveloz","","","Gruil Zwinna Stopa"
"2135","Khozh Chaosheart","Khozh du Chaos","Khozh Chaosheart","Khozh Chaosherz","Кхож Сердце Хаоса","Khozh Corazondelcaos","","","Khozh Serce Chaosu"
"2136","Dardhak Daemonpunch","Dardhak Frapp'démon","Dardhak Daemonpunch","Dardhak Dämonenschlag","Дардак Удар Демона","Dardhak Puñodemoníaco","","","Dardhak Cios Demona"
"2137","Nazharr Silvernails","Nazharr Griff'd'argent","Nazharr Silvernails","Nazharr Silbernagel","Нажарр Серебряные Ногти","Nazharr Uñaplateada","","","Nazharr Srebrny Pazur"
"2138","Bzaakh Fastarm","Bzaakh Bras-Ãclair","Bzaakh Fastarm","Bzaakh Schnellarm","Бзаах Крепкая Рука","Bzaakh Brazorápido","","","Bzaakh Szybkie Ramię"
"2139","Farrik Hardfoot","Farrik Piedbéton","Farrik Hardfoot","Farrik Hartfuß","Фаррик Крутой Пинок","Farrik Pieduro","","","Farrik Twarda Stopa"
"2140","Htha Hollowsoul","Htha Padâme","Htha Hollowsoul","Htha Hohlseele","Хта Пустая Душа","Htha Almahueca","","","Htha Pustoduch"
"2141","Shukh Solidtoe","Shukh Piedfer","Shukh Solidtoe","Shukh Starkzeh","Шух Твердопал","Shukh Piesólido","","","Shukh Twardy Palec"
"2142","Khurath Smokeybull","Khurath Taureaufumé","Khurath Smokeybull","Khurath Qualmbulle","Хурат Ветчина","Khurath Torohumeante","","","Khurath Zadymiarz"
"2143","Ogi Darktooth ","Ogi Dentnoire","Ogi Darktooth ","Ogi Dunkelzahn","Оги Темнозуб","Ogi Dienteoscuro ","","","Ogi Mroczny Ząb"
"2144","Gashgrut ","Gashgrut ","Gashgrut ","Gashgrut ","Гашгрут","Gashgrut ","","","Gashgrut"
"2145","Tarka  ","Tarka  ","Tarka  ","Tarka","Тарка","Tarka","","","Tarka  "
"2146","Skurfrik Stoneater","Skurfrik Mange-Caillou","Skurfrik Stoneater","Skurfrik Steinfresser","Скурфрик Камнеед","Skurfrik Comepiedras","","","Skurfrik Kamieniożerca"
"2147","Jashor ","Jashor ","Jashor ","Jashor ","Джашор","Jashor ","","","Jashor "
"2148","Tarkhak Rockback","Tarkhak le Lourd","Tarkhak Rockback","Tarkhak Steinbuckel","Тархак Каменная Спина","Tarkhak Espaldapétrea","","","Tarkhak Kamienny Grzbiet"
"2150","Origol the Horrible ","Origol le Terrible","Origol the Horrible ","Origol der Schreckliche","Оригол Ужасный","Origol el Horrible ","","","Origol, Potworny"
"2151","Ekalim the Mad ","Ekalim le Fou","Ekalim the Mad ","Ekalim der Irre","Экалим Безумный","Ekalim el Loco ","","","Ekalim, Szalony"
"2152","Zhulak Steelchest","Zhulak Mangetorse","Zhulak Steelchest","Zhulak Stahlbrust","Жулак Стальная Грудь","Zhulak Pechodeacero","","","Zhulak Stalowa Klata"
"2153","Gharoakk Stonehand","Gharoakk Main'd'pierre","Gharoakk Stonehand","Gharoakk Steinhand","Гароакк Каменная Длань","Gharoakk Manopétrea","","","Gharoakk Kamienna Dłoń"
"2154","Stunty Sven ","Sven le Cascadeur","Stunty Sven ","Swen die Sprunggeißel","Свен Карлик","Stunty Sven ","","","Sven Konus"
"2155","Nazhak Fasthammer","Nazhak Gromarto","Nazhak Fasthammer","Nazhak Schnellhammer","Нажак Быстрый Молот","Nazhak Martillorápido","","","Nazhak Szybki Młot"
"2156","Gornhak Bloodpunch","Gornhak Coup-Sanglant","Gornhak Bloodpunch","Gornhak Blutschlag","Горнак Кровавый Кулак","Gornhak Puñosangriento","","","Gornhak Krwawy Cios"
"2157","Morcak Rhan","Morcak Rhan","Morcak Rhan","Morcak Rhan","Моркак Ран","Morcak Rhan","","","Morcak Rhan"
"2158","Krakok","Krakok","Krakok","Krakok","Кракок","Krakok","","","Krakok"
"2159","Ogara","Ogara","Ogara","Ogara","Огара","Ogara","","","Ogara"
"2160","Tekar","Tekar","Tekar","Tekar","Текар","Tekar","","","Tekar"
"2161","Barka Heavyhand","Barka Lourdemain","Barka Heavyhand","Barka Schwerhand","Барка Тяжелая Рука","Barka Manopesada","","","Barka Ciężka Dłoń"
"2162","Sarkah Greyface","Sarkah le Dépité","Sarkah Greyface","Sarkah Graufratz","Сарка Серая Рожа","Sarkah Caragris","","","Sarkah Szara Twarz"
"2163","Gorsha Flintears","Gorsha Grossoreilles","Gorsha Flintears","Gorsha Feuerohr","Горша Кремневые Слезы","Gorsha Orejadecuarzo","","","Gorsha Krzesiwo"
"2164","Khorak Hardarm","Khorak Bra'd'fer","Khorak Hardarm","Khorak Hartarm","Хорак Грубая Рука","Khorak Brazoduro","","","Khorak Twarde Ramię"
"2165","Rahkarr Hothead","Rahkarr Tête-Brûlée","Rahkarr Hothead","Rahkarr Hitzkopf","Рахкарр Горячая Голова","Rahkarr Cabezacaliente","","","Rahkarr Wściekły łeb"
"2166","Khoraki Blackhat","Khoraki Casquenoir","Khoraki Blackhat","Khoraki Schwarzhut","Хораки Черная Шляпа","Khoraki Sombreroscuro","","","Khoraki Czarny Kapelusz"
"2167","Wargrahk Fastlegs","Wargrahk Rapid'jambe","Wargrahk Fastlegs","Wargrahk Schnellbein","Варграк Быстроног","Wargrahk Piernaveloz","","","Wargrahk Szybkonogi"
"2168","Farral Burntfoot","Farral Piedfeu","Farral Burntfoot","Farral Brandfuß","Фаррал Гореног","Farral Pieardiente","","","Farral Płonąca Stopa"
"2169","Wharik Silvertail","Wharik Queud'argent","Wharik Silvertail","Wharik Silberschweif","Варик Серебряный Хвост","Wharik Colaplateada","","","Wharik Srebrny Ogon"
"2170","Frashut","Frashut","Frashut","Frashut","Фрашут","Frashut","","","Frashut"
"2171","Glashok Darkstone","Glashok Sombrepierre","Glashok Darkstone","Glashok Dunkelstein","Глашок Темный Камень","Glashok Piedraoscura","","","Glashok Mroczny Kamień"
"2172","Gubrikk-Goxa","Gubrikk-Goxa","Gubrikk-Goxa","Gubrikk-Goxa","Губрикк-Гокса","Gubrikk-Goxa","","","Gubrikk-Goxa"
"2173","Frezar-Xaka","Frezar-Xaka","Frezar-Xaka","Frezar-Xaka","Фрезар-Зака","Frezar-Xaka","","","Frezar-Xaka"
"2174","Morshak-Axod","Morshak-Axod","Morshak-Axod","Morshak-Axod","Моршак-Аксод","Morshak-Axod","","","Morshak-Axod"
"2175","Lukatt","Lukatt","Lukatt","Lukatt","Лукатт","Lukatt","","","Lukatt"
"2176","Shagak","Shagak","Shagak","Shagak","Шагак","Shagak","","","Shagak"
"2177","Magrak","Magrak","Magrak","Magrak","Маграк","Magrak","","","Magrak"
"2178","Kaluk","Kaluk","Kaluk","Kaluk","Калук","Kaluk","","","Kaluk"
"2179","Egorki","Egorki","Egorki","Egorki","Эгорки","Egorki","","","Egorki"
"2180","Stroker","Destin","Stroker","Stroker","Строкер","Stroker","","","Stroker"
"2181","Gangzer","Gangzter","Gangzer","Gangzer","Гангзер","Gangzer","","","Gangzer"
"2182","Wormok","Verreux","Wormok","Wormok","Червок","Wormok","","","Wormok"
"2183","Harki","Harki","Harki","Harki","Харки","Harki","","","Harki"
"2184","Frigz","Frigz","Frigz","Frigz","Фригз","Frigz","","","Frigz"
"2185","Strimak Stone-Eater","Strimak Mange-Caillou","Strimak Stone-Eater","Strimak Steinfresser","Стримак Камнеед","Strimak Comepiedras","","","Strimak Połykacz Kamieni"
"2186","Whashk-Doxxar","Whashk-Doxxar","Whashk-Doxxar","Whashk-Doxxar","Вашк-Доксар","Whashk-Doxxar","","","Whashk-Doxxar"
"2187","Frakar-Xalk","Frakar-Xalk","Frakar-Xalk","Frakar-Xalk","Фракар-Залк","Frakar-Xalk","","","Frakar-Xalk"
"2188","Rabikk Stomphead","Rabikk Ãcraztête","Rabikk Stomphead","Rabikk Stampfkopf","Рабикк Раздавленная Башка","Rabikk Cabezapisotón","","","Rabikk Tupogłów"
"2189","Gangax Friedskull","Gangax Crânebrûlé","Gangax Friedskull","Gangax Bratschädel","Гангаш Жареный Череп","Gangax Cráneofrito","","","Gangax Smażona Czacha"
"2190","Gorkag Redhelmet","Gorkag Casquerouge","Gorkag Redhelmet","Gorkag Rothelm","Горкаг Красный Шлем","Gorkag Cascorrojo","","","Gorkag Czerwony Hełm"
"2191","Markath Bloodskin","Markath Peau-Sanglante","Markath Bloodskin","Markath Bluthaut","Маркат Кровавая Кожа","Markath Pielsangrienta","","","Markath Krwawoskóry"
"2192","Nhur'k Fatbones","Nhur'k Groz'os","Nhur'k Fatbones","Nhur'k Fettknochen","Нхур'к Толстые Кости","Nhur'k Huesosgordos","","","Nhur'k Grubokostny"
"2193","Zhukh Rainwalker","Zhukh Marchepluie","Zhukh Rainwalker","Zhukh Regenschreiter","Жух Странник Дождя","Zhukh Caminalluvia","","","Zhukh Deszczowy Piechur"
"2194","Tagrakka Rockhammer","Tagrakka Marteau'd'pierre","Tagrakka Rockhammer","Tagrakka Steinhammer","Тагракка Каменный Молот","Tagrakka Martillorrocoso","","","Tagrakka Kamienny Młot"
"2195","Turkhat Stonetears","Turkhat Déchir'caillou","Turkhat Stonetears","Turkhat Steinträne","Турхат Каменные Слезы","Turkhat Lagrimaspétreas","","","Turkhat Kamienne Łzy"
"2196","Karnhage Rhed-Bull","Karnhage Rhed-Bull","Karnhage Rhed-Bull","Karnhage Rhed-Bull","Карнедж Бычий Глаз","Karnhage Toro Rhojo","","","Karnhage Buhaj"
"2197","Frenzi-Kork","Bouchon-Fou","Frenzi-Kork","Frenzi-Kork","Френзи-Корк","Frenzi-Kork","","","Frenzi-Kork"
"2198","Theskus Freelegs","Theskus Jamb''libre","Theskus Freelegs","Theskus Freibein","Тескус Свободные Ноги","Theskus Piernaligera","","","Theskus Swobodnonogi"
"2199","Glukon Greenhopper","Glukon le Sauteur","Glukon Greenhopper","Glukon Grünhüpfer","Глюкон Зеленый Попрыгунчик","Glukon Calderaverde","","","Glukon Zielonoskoczek"
